,lead
26593,1-4464
26594,8-2101
26595,5-7098
26596,2-7861
26597,3-1483
26598,2-0829
26599,5-8064
26600,4-0980
26601,6-3163
26602,6-2012
26603,2-0945
26604,2-3769
26605,4-5597
26606,8-4308
26607,4-5541
26608,8-9992
26609,7-4156
26610,7-5813
26611,5-6559
26612,1-9850
26613,7-8551
26614,7-6564
26615,2-7632
26616,3-5927
26617,2-9268
26618,5-5145
26619,1-8727
26620,4-5239
26621,4-2110
26622,5-7885
26623,7-2177
26624,2-7131
26625,7-8970
26626,2-1957
26627,6-3049
26628,3-6960
26629,2-9552
26630,2-1405
26631,6-9122
26632,8-3374
26633,7-0887
26634,2-8240
26635,5-7703
26636,7-7433
26637,8-9670
26638,7-3467
26639,5-9665
26640,1-6219
26641,8-4159
26642,4-5117
26643,5-3660
26644,2-5060
26645,1-2416
26646,4-1656
26647,3-3089
26648,3-9643
26649,3-5606
26650,6-3321
26651,2-0522
26652,2-1609
26653,6-5523
26654,1-9505
26655,8-8162
26656,3-5610
26657,2-8191
26658,5-3987
26659,1-7875
26660,1-8606
26661,7-6766
26662,6-9965
26663,7-7218
26664,5-2756
26665,6-5060
26666,5-4821
26667,4-3762
26668,3-8475
26669,3-9818
26670,2-9068
26671,1-9096
26672,1-7927
26673,3-4700
26674,8-8985
26675,2-5528
26676,8-1050
26677,4-9929
26678,5-3510
26679,5-1591
26680,8-0544
26681,4-9265
26682,3-3179
26683,2-7249
26684,2-4790
26685,5-9983
26686,2-8293
26687,8-1232
26688,6-8813
26689,6-0630
26690,6-7330
26691,5-0442
26692,4-3379
26693,4-2243
26694,5-8738
26695,3-6637
26696,5-7188
26697,6-9901
26698,4-6411
26699,3-3604
26700,5-5146
26701,6-0043
26702,2-1085
26703,8-3510
26704,2-5840
26705,4-4421
26706,8-1094
26707,8-2743
26708,4-5579
26709,8-7132
26710,1-6128
26711,1-2258
26712,2-7837
26713,1-1126
26714,3-1578
26715,5-2252
26716,6-5168
26717,7-9956
26718,3-3433
26719,5-5165
26720,5-3312
26721,1-4736
26722,7-1993
26723,8-1639
26724,3-9025
26725,4-7241
26726,8-4169
26727,7-7104
26728,4-8415
26729,2-3693
26730,7-9917
26731,4-6655
26732,2-5180
26733,2-9554
26734,6-0083
26735,2-1403
26736,8-2528
26737,8-8272
26738,3-2050
26739,6-3796
26740,4-2379
26741,3-4404
26742,8-6075
26743,6-2354
26744,8-9209
26745,5-8083
26746,8-9346
26747,3-6473
26748,5-3433
26749,5-4946
26750,1-3393
26751,7-8200
26752,7-4216
26753,3-2794
26754,5-1586
26755,8-5066
26756,6-6612
26757,5-1992
26758,4-7755
26759,3-2228
26760,5-4103
26761,5-1582
26762,7-3936
26763,5-4090
26764,1-0592
26765,3-8020
26766,1-3019
26767,2-2880
26768,4-8588
26769,7-0169
26770,1-3598
26771,1-8648
26772,1-5158
26773,3-8164
26774,7-9873
26775,1-8312
26776,1-4201
26777,1-9845
26778,3-2624
26779,2-6784
26780,6-6285
26781,1-8847
26782,4-4387
26783,5-7268
26784,2-2167
26785,7-7152
26786,5-4582
26787,2-8865
26788,5-7107
26789,6-0730
26790,5-3071
26791,7-5113
26792,6-8465
26793,8-3743
26794,2-1447
26795,1-3806
26796,1-4231
26797,5-8695
26798,8-7221
26799,5-0491
26800,1-5167
26801,6-3254
26802,4-5868
26803,1-7889
26804,3-9861
26805,3-9751
26806,7-8507
26807,4-0467
26808,2-7557
26809,4-9051
26810,1-4221
26811,4-1990
26812,1-2455
26813,6-4943
26814,4-2152
26815,6-1797
26816,4-4789
26817,5-9070
26818,5-5059
26819,8-5661
26820,2-7537
26821,8-7691
26822,1-4333
26823,5-4282
26824,1-8713
26825,6-7716
26826,2-2932
26827,6-3414
26828,4-1472
26829,4-7863
26830,1-6043
26831,5-0566
26832,7-2699
26833,4-8447
26834,6-4278
26835,4-0567
26836,5-0570
26837,8-9725
26838,7-0251
26839,8-2949
26840,6-1115
26841,6-3944
26842,4-3326
26843,3-0474
26844,7-4815
26845,8-6435
26846,7-1739
26847,7-0855
26848,8-9830
26849,2-8673
26850,5-6514
26851,4-2659
26852,7-4124
26853,8-1577
26854,7-5624
26855,8-1085
26856,1-7437
26857,7-5345
26858,3-5602
26859,5-2652
26860,5-5998
26861,8-5319
26862,6-8598
26863,3-3040
26864,8-6238
26865,4-8982
26866,4-9160
26867,6-5102
26868,8-6066
26869,5-0719
26870,5-3968
26871,4-2288
26872,8-9184
26873,3-1767
26874,2-9555
26875,6-6020
26876,1-1938
26877,3-5861
26878,4-6957
26879,4-4508
26880,6-2979
26881,5-7719
26882,2-0080
26883,1-1055
26884,2-0238
26885,6-9615
26886,7-0337
26887,7-5025
26888,8-5821
26889,3-0986
26890,4-1223
26891,7-4822
26892,7-8534
26893,2-4593
26894,7-5245
26895,3-7186
26896,5-6004
26897,4-4014
26898,4-3826
26899,3-3592
26900,4-6801
26901,8-1993
26902,4-7193
26903,1-6494
26904,8-0524
26905,4-7840
26906,2-4734
26907,2-0574
26908,6-2964
26909,3-5800
26910,2-6851
26911,8-8105
26912,6-1194
26913,7-5835
26914,1-3911
26915,6-2205
26916,5-1116
26917,7-9678
26918,6-2463
26919,3-9023
26920,2-0307
26921,8-4453
26922,1-9792
26923,2-3860
26924,2-6835
26925,7-6203
26926,8-7481
26927,5-7777
26928,8-9127
26929,4-0656
26930,1-5621
26931,7-6706
26932,6-9253
26933,4-2271
26934,5-0329
26935,5-4297
26936,5-1369
26937,8-1187
26938,1-4207
26939,7-6024
26940,1-5260
26941,8-8247
26942,8-3372
26943,5-4963
26944,7-1505
26945,8-1486
26946,3-2231
26947,7-6587
26948,6-5421
26949,2-0479
26950,5-6798
26951,4-6162
26952,3-6458
26953,8-6735
26954,1-0918
26955,8-6421
26956,8-5754
26957,7-9314
26958,1-9625
26959,7-0450
26960,7-5713
26961,5-0027
26962,5-3581
26963,4-4022
26964,5-1014
26965,8-8190
26966,7-4033
26967,7-0042
26968,4-4880
26969,2-6857
26970,7-7582
26971,6-3673
26972,1-0312
26973,1-4901
26974,6-5774
26975,8-5181
26976,6-2525
26977,6-7256
26978,4-0887
26979,4-1388
26980,3-7551
26981,8-5105
26982,7-7480
26983,3-3296
26984,1-6148
26985,8-8961
26986,5-8122
26987,5-6302
26988,4-6262
26989,8-0437
26990,7-6776
26991,1-9103
26992,6-5764
26993,7-3216
26994,8-4276
26995,8-3716
26996,3-5165
26997,7-0136
26998,4-7868
26999,8-7781
27000,5-4670
27001,3-5126
27002,3-4744
27003,5-5886
27004,4-0090
27005,1-3299
27006,1-8769
27007,8-5174
27008,6-2624
27009,8-4786
27010,8-4818
27011,5-7775
27012,7-1084
27013,7-3293
27014,4-9608
27015,3-3663
27016,5-9628
27017,7-9172
27018,6-4397
27019,6-3801
27020,6-3905
27021,2-1526
27022,3-8051
27023,2-8328
27024,8-7451
27025,3-8465
27026,2-9279
27027,8-8011
27028,1-1899
27029,4-5450
27030,7-0389
27031,6-8530
27032,1-3184
27033,1-3092
27034,5-5010
27035,1-3155
27036,3-7247
27037,8-2874
27038,4-7267
27039,4-9322
27040,4-5991
27041,3-3242
27042,7-2216
27043,7-3296
27044,1-4136
27045,4-1003
27046,4-0056
27047,2-5037
27048,6-6391
27049,5-6857
27050,7-5292
27051,6-1240
27052,3-9901
27053,7-8930
27054,3-5275
27055,6-8643
27056,5-7912
27057,6-5694
27058,2-1999
27059,7-4515
27060,6-9695
27061,1-3496
27062,5-3500
27063,4-6755
27064,7-8860
27065,1-8217
27066,8-0572
27067,6-0830
27068,6-0825
27069,4-8595
27070,7-3090
27071,8-0200
27072,1-7720
27073,8-7685
27074,8-4386
27075,1-1829
27076,6-1114
27077,5-6524
27078,5-3081
27079,6-3261
27080,8-3731
27081,4-4579
27082,5-5909
27083,5-7085
27084,4-9497
27085,4-0440
27086,2-8647
27087,6-0794
27088,1-1147
27089,2-3472
27090,1-0098
27091,7-3723
27092,7-4655
27093,6-7068
27094,6-0682
27095,8-7096
27096,2-2492
27097,5-7752
27098,4-9275
27099,7-6889
27100,8-4135
27101,3-2921
27102,7-9733
27103,6-2299
27104,3-5963
27105,4-1004
27106,4-5169
27107,1-9420
27108,5-4029
27109,6-7174
27110,1-8748
27111,6-8429
27112,6-5765
27113,7-0435
27114,1-0652
27115,6-8227
27116,3-3715
27117,3-6114
27118,5-6428
27119,1-9210
27120,2-0376
27121,3-8299
27122,3-7353
27123,5-9036
27124,2-0699
27125,1-4826
27126,2-7827
27127,6-1146
27128,3-7680
27129,1-5812
27130,4-8685
27131,3-3998
27132,5-5046
27133,5-9669
27134,6-1537
27135,4-0744
27136,4-6139
27137,3-9033
27138,3-2090
27139,4-4818
27140,3-7605
27141,1-6403
27142,5-2999
27143,1-9427
27144,5-1326
27145,2-4111
27146,4-7262
27147,3-1863
27148,3-0829
27149,1-8516
27150,4-4054
27151,6-2246
27152,2-4429
27153,8-4068
27154,8-8517
27155,5-0368
27156,3-9373
27157,1-8834
27158,2-3749
27159,7-0346
27160,6-0460
27161,2-6507
27162,1-0983
27163,1-7277
27164,7-2312
27165,1-3686
27166,5-5604
27167,6-0334
27168,8-8178
27169,2-7724
27170,8-4987
27171,4-0244
27172,4-2313
27173,2-4173
27174,8-4263
27175,2-2825
27176,6-8896
27177,8-0605
27178,8-2005
27179,5-3497
27180,7-2248
27181,6-2060
27182,3-6347
27183,7-8905
27184,3-9759
27185,8-7503
27186,8-6417
27187,6-9938
27188,4-3782
27189,7-6245
27190,1-5572
27191,4-6165
27192,8-0446
27193,3-0879
27194,3-5399
27195,4-7247
27196,1-0877
27197,8-8704
27198,2-9116
27199,4-4609
27200,1-8835
27201,1-7839
27202,1-7236
27203,1-1452
27204,4-0773
27205,1-5163
27206,4-2432
27207,1-7302
27208,5-1430
27209,3-4991
27210,5-1516
27211,1-8482
27212,2-1824
27213,3-0742
27214,2-6368
27215,8-0293
27216,4-1036
27217,4-3513
27218,2-1080
27219,1-7688
27220,5-1535
27221,7-6321
27222,7-4869
27223,3-1744
27224,1-8659
27225,7-3566
27226,8-3960
27227,7-5118
27228,6-6054
27229,1-4668
27230,5-3888
27231,2-6475
27232,2-1898
27233,4-3141
27234,7-9653
27235,8-2604
27236,3-1103
27237,8-2572
27238,6-3306
27239,3-8522
27240,3-1928
27241,8-3646
27242,7-8281
27243,7-7434
27244,5-5198
27245,6-2073
27246,1-7574
27247,5-8532
27248,7-6645
27249,2-8055
27250,6-2563
27251,7-0870
27252,7-0850
27253,7-2087
27254,5-6578
27255,5-6260
27256,8-8202
27257,7-6327
27258,4-4299
27259,7-7133
27260,6-1506
27261,2-1844
27262,1-4906
27263,5-0970
27264,3-0882
27265,6-9668
27266,5-1797
27267,5-7717
27268,6-8484
27269,4-9081
27270,3-9542
27271,5-6336
27272,2-1531
27273,6-8200
27274,2-5326
27275,8-4617
27276,3-3400
27277,6-9117
27278,2-7554
27279,5-5122
27280,5-0333
27281,6-5351
27282,3-6386
27283,4-3957
27284,2-5819
27285,5-8756
27286,5-0162
27287,7-7037
27288,1-3747
27289,8-0635
27290,2-0353
27291,3-4486
27292,8-4846
27293,5-4768
27294,4-0466
27295,6-5242
27296,4-4927
27297,6-4672
27298,5-5773
27299,4-5113
27300,1-9897
27301,2-1682
27302,6-5754
27303,1-5660
27304,1-0029
27305,6-8038
27306,2-2762
27307,7-3389
27308,8-5843
27309,7-1964
27310,8-9450
27311,7-4911
27312,8-6469
27313,4-7125
27314,7-0957
27315,3-9461
27316,2-8843
27317,1-0823
27318,6-6069
27319,2-4174
27320,1-4730
27321,2-8329
27322,2-2041
27323,7-2808
27324,7-1123
27325,6-3553
27326,4-5190
27327,3-1395
27328,4-0186
27329,8-7341
27330,1-5616
27331,5-5105
27332,2-6189
27333,5-4597
27334,4-3794
27335,7-4152
27336,1-6775
27337,6-6340
27338,2-1699
27339,4-5827
27340,6-2589
27341,4-0357
27342,2-9496
27343,2-5450
27344,6-2647
27345,4-6468
27346,6-3963
27347,2-9890
27348,6-3235
27349,1-7134
27350,8-5171
27351,6-5425
27352,8-4783
27353,6-7779
27354,4-6991
27355,3-4062
27356,3-7812
27357,6-5306
27358,4-1589
27359,7-0189
27360,2-9056
27361,2-1651
27362,6-0566
27363,3-8045
27364,2-2535
27365,8-1970
27366,8-3252
27367,2-6350
27368,7-5216
27369,2-9149
27370,3-3320
27371,8-7911
27372,6-5367
27373,6-2208
27374,6-2312
27375,8-6683
27376,2-7142
27377,1-9058
27378,8-2750
27379,4-8268
27380,6-8264
27381,6-5445
27382,5-2545
27383,7-9171
27384,3-9813
27385,4-4217
27386,4-0182
27387,6-5859
27388,8-4824
27389,4-4702
27390,6-9057
27391,7-0366
27392,5-4977
27393,7-0859
27394,5-1821
27395,5-0944
27396,5-5520
27397,7-2718
27398,3-1200
27399,5-4014
27400,3-6003
27401,5-0195
27402,2-0844
27403,3-8145
27404,4-0473
27405,6-0846
27406,8-2335
27407,1-6732
27408,7-3808
27409,2-4671
27410,8-2174
27411,4-4160
27412,2-7333
27413,4-6066
27414,8-6110
27415,2-9928
27416,2-0839
27417,1-3529
27418,5-8845
27419,8-7002
27420,8-8680
27421,6-2183
27422,2-1989
27423,8-4009
27424,3-0855
27425,1-3795
27426,4-6853
27427,1-3294
27428,8-9623
27429,8-6820
27430,7-6285
27431,2-7441
27432,3-9986
27433,7-8063
27434,7-3107
27435,7-9901
27436,2-0864
27437,1-6803
27438,1-9586
27439,5-3213
27440,8-6709
27441,2-1388
27442,4-5656
27443,7-4206
27444,4-1461
27445,6-8316
27446,7-3171
27447,1-9901
27448,6-7303
27449,1-0788
27450,1-2447
27451,7-4486
27452,2-6061
27453,3-1460
27454,3-6244
27455,2-3900
27456,3-5970
27457,3-1013
27458,3-4721
27459,7-6654
27460,2-6934
27461,6-0468
27462,8-6837
27463,2-3035
27464,2-6233
27465,6-7177
27466,6-7749
27467,4-9756
27468,4-9427
27469,1-4842
27470,3-5681
27471,8-5275
27472,6-6598
27473,8-0212
27474,5-0855
27475,4-7821
27476,4-5351
27477,7-5674
27478,8-3136
27479,2-9225
27480,6-7587
27481,1-0676
27482,3-8258
27483,1-1032
27484,8-7331
27485,3-6245
27486,7-4106
27487,1-7780
27488,4-6120
27489,6-6585
27490,5-3194
27491,1-4684
27492,7-1990
27493,1-9350
27494,6-5142
27495,2-5163
27496,2-3687
27497,4-6184
27498,6-6464
27499,2-5634
27500,5-0558
27501,7-4719
27502,8-8826
27503,6-3073
27504,7-9629
27505,3-3186
27506,2-2353
27507,4-6129
27508,8-2297
27509,3-3284
27510,6-6084
27511,6-6259
27512,6-6066
27513,6-6416
27514,4-3034
27515,4-3707
27516,7-1530
27517,8-5918
27518,3-0958
27519,4-6872
27520,8-3708
27521,8-1078
27522,1-5783
27523,3-3298
27524,8-1957
27525,4-5457
27526,1-0935
27527,7-5664
27528,3-8096
27529,2-4802
27530,1-1468
27531,8-9495
27532,6-8207
27533,1-2640
27534,7-9451
27535,2-7417
27536,4-4556
27537,5-1968
27538,1-5211
27539,8-2394
27540,5-4933
27541,4-2910
27542,5-0615
27543,3-4110
27544,6-7560
27545,2-3606
27546,7-0634
27547,3-0982
27548,8-2326
27549,1-7934
27550,7-6956
27551,6-6173
27552,8-0081
27553,6-9030
27554,2-9626
27555,2-7088
27556,4-8156
27557,7-1219
27558,1-0548
27559,4-8900
27560,3-9240
27561,7-2890
27562,2-0682
27563,5-5821
27564,6-6737
27565,2-6102
27566,4-0939
27567,8-6168
27568,6-8469
27569,3-5935
27570,6-1542
27571,8-7777
27572,6-5494
27573,4-9807
27574,4-5621
27575,5-5434
27576,1-1384
27577,2-6240
27578,1-8193
27579,2-4714
27580,8-1582
27581,4-0639
27582,5-0604
27583,2-3451
27584,8-2725
27585,7-9513
27586,6-7333
27587,1-3966
27588,3-9523
27589,4-3349
27590,8-6481
27591,4-7341
27592,4-0192
27593,6-9809
27594,1-9623
27595,1-0247
27596,2-0111
27597,1-5876
27598,1-2834
27599,5-0013
27600,5-2268
27601,4-5334
27602,6-8033
27603,7-0439
27604,6-0798
27605,5-4429
27606,6-3840
27607,1-2588
27608,3-2857
27609,5-0753
27610,2-3754
27611,5-7151
27612,5-0737
27613,8-5360
27614,5-6721
27615,2-4082
27616,6-7695
27617,4-5287
27618,1-9325
27619,3-6939
27620,6-1161
27621,3-1573
27622,8-6801
27623,8-3968
27624,4-4340
27625,3-3863
27626,2-6573
27627,4-7450
27628,6-8651
27629,1-7854
27630,8-3073
27631,7-2135
27632,5-7851
27633,5-9573
27634,8-9747
27635,4-7568
27636,3-6942
27637,2-2191
27638,2-9383
27639,8-5460
27640,4-6301
27641,3-2524
27642,1-6967
27643,5-0502
27644,4-1908
27645,3-1051
27646,3-0003
27647,3-3069
27648,6-3104
27649,7-4127
27650,3-8431
27651,6-2222
27652,8-9169
27653,6-9945
27654,4-2064
27655,5-8671
27656,2-8822
27657,8-8873
27658,8-8466
27659,3-8089
27660,2-5275
27661,8-5348
27662,8-3635
27663,3-7852
27664,5-9205
27665,4-4634
27666,1-5051
27667,4-2082
27668,2-5439
27669,7-5143
27670,3-4818
27671,6-9707
27672,2-0937
27673,1-1443
27674,5-3498
27675,3-5215
27676,7-2605
27677,8-9164
27678,2-4055
27679,2-9642
27680,2-0190
27681,5-0069
27682,2-2701
27683,7-1205
27684,5-2103
27685,7-3131
27686,4-1382
27687,6-9856
27688,6-7475
27689,3-4255
27690,5-3289
27691,5-0858
27692,6-6218
27693,1-4403
27694,2-1714
27695,3-0841
27696,4-8952
27697,6-2791
27698,8-2752
27699,2-1636
27700,7-4097
27701,8-8187
27702,6-4235
27703,6-8609
27704,7-3097
27705,8-9148
27706,2-7900
27707,1-0093
27708,4-3250
27709,8-6617
27710,5-5979
27711,3-5059
27712,5-5514
27713,6-8995
27714,1-9725
27715,2-3704
27716,7-0360
27717,3-4710
27718,1-9890
27719,5-1085
27720,5-3469
27721,8-8397
27722,2-0860
27723,6-1874
27724,6-8255
27725,5-8659
27726,7-6019
27727,2-2147
27728,5-6227
27729,6-5605
27730,1-3930
27731,8-1795
27732,5-5262
27733,5-5614
27734,1-3649
27735,6-2737
27736,8-0525
27737,7-1117
27738,2-5839
27739,2-4869
27740,7-8288
27741,6-2948
27742,6-1549
27743,4-5240
27744,6-2058
27745,3-1685
27746,1-7919
27747,7-8416
27748,2-3282
27749,7-8816
27750,7-3572
27751,3-8194
27752,3-6123
27753,6-1779
27754,7-6026
27755,7-5615
27756,4-7451
27757,2-5703
27758,2-5156
27759,6-3642
27760,6-4180
27761,5-9024
27762,2-7481
27763,7-0363
27764,3-3287
27765,6-5535
27766,4-2490
27767,4-3514
27768,4-7431
27769,6-4825
27770,5-6570
27771,3-5488
27772,7-3017
27773,6-3135
27774,8-2010
27775,2-7938
27776,7-5257
27777,7-4550
27778,6-8362
27779,2-3443
27780,5-8507
27781,4-9896
27782,5-5163
27783,1-7942
27784,8-5389
27785,7-8046
27786,7-3755
27787,7-4590
27788,3-2886
27789,1-4430
27790,7-7242
27791,3-8483
27792,2-8473
27793,2-5742
27794,4-6132
27795,2-6695
27796,2-2940
27797,4-7533
27798,8-9735
27799,8-7402
27800,2-7328
27801,6-1778
27802,5-4495
27803,6-7520
27804,7-7556
27805,7-7118
27806,5-4415
27807,8-9942
27808,7-2295
27809,6-1058
27810,7-5138
27811,2-0305
27812,5-7713
27813,7-9607
27814,3-6957
27815,1-7485
27816,7-0260
27817,5-4596
27818,8-4437
27819,1-6856
27820,5-5072
27821,3-6477
27822,3-6675
27823,2-0346
27824,5-7379
27825,7-7161
27826,4-7327
27827,1-5351
27828,5-5746
27829,7-0683
27830,5-1940
27831,8-3424
27832,5-5948
27833,7-0175
27834,7-9108
27835,8-1087
27836,4-4693
27837,6-1283
27838,6-7969
27839,6-1174
27840,8-5547
27841,8-7658
27842,1-2902
27843,3-4541
27844,7-9830
27845,6-3462
27846,3-8982
27847,1-6321
27848,7-7540
27849,3-4445
27850,7-7311
27851,4-2079
27852,2-2582
27853,2-1401
27854,7-7569
27855,2-4727
27856,5-7180
27857,3-6769
27858,5-6647
27859,8-2247
27860,4-5163
27861,6-0777
27862,3-5092
27863,7-4318
27864,1-3525
27865,8-4990
27866,2-1965
27867,3-3622
27868,8-3608
27869,2-8750
27870,6-5884
27871,4-5637
27872,4-2349
27873,7-0479
27874,3-8787
27875,5-2703
27876,6-2784
27877,4-7763
27878,2-3114
27879,6-8943
27880,1-4978
27881,5-5224
27882,3-2265
27883,4-9951
27884,5-5167
27885,1-1910
27886,2-6523
27887,8-2456
27888,6-8690
27889,3-9273
27890,5-8546
27891,2-4031
27892,5-1890
27893,6-7550
27894,8-3738
27895,7-6717
27896,5-8637
27897,3-5026
27898,7-0465
27899,6-4821
27900,8-7614
27901,3-7252
27902,6-6655
27903,8-5240
27904,8-3536
27905,6-3872
27906,8-9137
27907,8-8575
27908,2-3123
27909,1-3309
27910,5-5499
27911,2-2081
27912,8-5337
27913,2-5807
27914,7-3837
27915,6-7452
27916,2-1484
27917,1-3388
27918,7-2370
27919,3-1546
27920,4-6769
27921,6-9201
27922,6-4983
27923,8-3868
27924,3-2986
27925,1-3880
27926,5-6414
27927,2-4473
27928,8-1089
27929,1-3510
27930,8-1716
27931,4-0047
27932,7-7295
27933,7-9675
27934,5-9974
27935,3-4005
27936,2-0557
27937,1-0753
27938,4-5771
27939,5-0220
27940,4-6824
27941,8-3018
27942,8-4644
27943,5-2813
27944,5-5222
27945,2-1468
27946,3-9460
27947,2-8314
27948,6-6079
27949,2-0972
27950,6-4932
27951,7-8832
27952,2-2514
27953,8-9845
27954,4-7397
27955,6-1012
27956,4-3373
27957,1-3677
27958,6-6919
27959,1-5298
27960,3-1178
27961,4-8582
27962,2-7105
27963,7-6163
27964,2-2323
27965,6-3201
27966,2-3188
27967,1-0295
27968,7-5195
27969,8-0991
27970,4-0507
27971,3-7581
27972,4-4911
27973,4-9830
27974,6-5122
27975,4-6202
27976,6-7056
27977,4-9197
27978,7-2739
27979,4-4100
27980,4-9557
27981,5-5061
27982,5-8751
27983,5-1392
27984,7-3544
27985,8-9668
27986,1-9536
27987,8-4329
27988,2-7944
27989,7-1693
27990,4-2074
27991,2-0381
27992,7-3851
27993,8-0474
27994,2-8623
27995,8-8431
27996,1-6859
27997,2-5573
27998,5-9370
27999,8-8144
28000,4-0309
28001,7-3894
28002,2-5934
28003,3-3636
28004,3-2313
28005,1-6860
28006,5-1260
28007,3-3864
28008,5-8409
28009,3-3770
28010,4-3696
28011,2-5729
28012,2-8015
28013,1-9889
28014,1-4447
28015,3-9139
28016,7-2696
28017,6-4683
28018,5-8011
28019,4-0742
28020,5-3408
28021,7-5067
28022,7-2382
28023,3-7958
28024,6-4701
28025,5-7543
28026,6-4530
28027,2-4407
28028,5-7845
28029,5-2416
28030,1-5108
28031,7-1678
28032,8-9988
28033,4-8730
28034,7-5176
28035,1-9338
28036,3-2959
28037,1-4317
28038,1-1222
28039,8-7948
28040,4-3920
28041,3-3838
28042,6-2195
28043,2-6150
28044,5-9028
28045,3-0233
28046,7-2823
28047,7-2968
28048,2-1765
28049,1-1913
28050,1-9781
28051,2-6716
28052,6-1300
28053,8-2522
28054,3-7793
28055,4-9371
28056,8-6580
28057,3-2645
28058,3-8000
28059,3-2975
28060,7-8856
28061,8-1641
28062,5-0001
28063,6-1799
28064,8-6167
28065,6-6211
28066,3-2255
28067,7-4645
28068,8-2816
28069,3-9453
28070,8-7918
28071,8-4654
28072,7-7372
28073,2-9665
28074,6-1045
28075,5-7596
28076,7-0831
28077,7-9491
28078,8-0749
28079,4-7674
28080,3-7267
28081,2-6054
28082,3-2210
28083,2-2045
28084,2-9962
28085,2-8031
28086,3-5802
28087,5-6594
28088,6-7243
28089,6-2097
28090,8-4261
28091,3-8159
28092,5-2169
28093,8-1797
28094,3-3898
28095,2-5723
28096,1-8351
28097,8-9963
28098,3-9409
28099,4-3157
28100,4-3256
28101,2-5947
28102,8-6935
28103,5-8649
28104,2-1807
28105,6-7669
28106,8-6715
28107,5-7295
28108,1-0251
28109,4-2908
28110,4-3549
28111,2-7406
28112,3-5168
28113,5-8293
28114,1-5820
28115,1-9912
28116,8-2520
28117,8-8706
28118,3-9950
28119,7-7345
28120,5-8327
28121,8-0193
28122,7-8448
28123,4-1101
28124,6-0582
28125,6-0130
28126,5-2770
28127,4-5205
28128,7-5558
28129,7-5597
28130,4-1678
28131,8-5023
28132,8-6708
28133,5-5185
28134,7-9598
28135,8-7037
28136,7-6191
28137,3-6376
28138,4-3983
28139,7-9553
28140,7-0333
28141,2-6885
28142,6-2996
28143,1-6490
28144,5-7902
28145,1-2090
28146,4-3623
28147,1-2893
28148,6-4737
28149,2-4574
28150,8-2252
28151,2-9561
28152,2-1313
28153,6-2772
28154,4-9919
28155,4-9471
28156,1-0860
28157,8-0061
28158,5-0451
28159,5-7900
28160,8-8472
28161,8-5695
28162,2-4681
28163,5-2337
28164,7-8742
28165,6-8834
28166,1-6091
28167,8-7057
28168,4-6190
28169,8-5711
28170,8-7252
28171,3-9196
28172,6-5659
28173,1-6299
28174,8-0337
28175,4-0150
28176,2-3598
28177,1-8025
28178,5-2317
28179,3-2934
28180,8-7623
28181,3-4414
28182,6-0660
28183,5-0923
28184,4-5078
28185,6-2783
28186,4-6731
28187,4-5617
28188,4-2032
28189,4-8061
28190,5-7973
28191,3-6205
28192,7-3564
28193,2-7618
28194,7-7027
28195,8-1351
28196,5-3554
28197,4-3469
28198,3-3139
28199,7-5429
28200,4-8193
28201,5-9992
28202,6-6422
28203,2-2876
28204,8-2739
28205,8-0461
28206,1-0874
28207,5-5206
28208,6-7796
28209,2-5478
28210,7-6965
28211,6-4036
28212,3-3834
28213,4-1679
28214,7-7676
28215,4-2148
28216,7-3939
28217,3-4179
28218,8-7050
28219,1-4923
28220,3-9737
28221,3-2544
28222,6-8383
28223,2-3310
28224,1-8117
28225,1-8561
28226,7-7329
28227,2-2057
28228,2-8243
28229,2-5092
28230,6-4594
28231,8-2139
28232,4-3367
28233,6-0942
28234,5-6662
28235,7-3386
28236,6-1521
28237,8-0132
28238,7-9066
28239,3-6549
28240,8-9275
28241,2-1094
28242,4-0390
28243,5-0230
28244,5-8616
28245,5-4227
28246,5-1449
28247,4-9270
28248,6-0268
28249,6-3604
28250,2-3507
28251,2-7646
28252,1-0060
28253,2-9277
28254,5-0709
28255,6-9927
28256,6-3753
28257,4-4499
28258,2-2224
28259,3-9966
28260,5-7934
28261,4-5075
28262,1-8751
28263,1-1317
28264,5-7557
28265,1-7219
28266,3-8259
28267,7-7815
28268,2-7235
28269,7-2009
28270,3-5278
28271,2-0541
28272,4-3571
28273,6-5624
28274,4-6985
28275,3-7980
28276,4-4086
28277,6-2087
28278,6-3917
28279,8-2237
28280,8-3051
28281,4-1850
28282,3-3308
28283,1-0057
28284,3-4853
28285,3-0625
28286,2-0529
28287,1-0125
28288,4-3493
28289,8-8868
28290,7-7473
28291,7-9690
28292,3-6264
28293,3-5305
28294,7-6108
28295,4-9485
28296,5-6189
28297,2-5708
28298,3-3518
28299,7-3964
28300,4-6700
28301,3-1914
28302,3-0468
28303,7-9471
28304,6-1402
28305,5-3250
28306,6-7670
28307,4-3366
28308,2-1550
28309,1-0186
28310,1-4635
28311,8-8549
28312,6-8096
28313,2-6996
28314,1-1436
28315,2-9016
28316,7-4408
28317,6-3969
28318,5-1804
28319,5-7588
28320,6-0650
28321,4-6098
28322,8-1768
28323,8-3432
28324,2-7432
28325,8-9077
28326,2-9606
28327,1-1152
28328,4-2480
28329,1-6109
28330,8-2191
28331,4-8727
28332,4-0784
28333,2-6759
28334,4-5685
28335,1-6526
28336,4-5380
28337,4-1099
28338,6-2911
28339,5-1192
28340,4-2043
28341,5-7134
