,lead
31913,4-8976
31914,3-0519
31915,8-3795
31916,7-3735
31917,4-2280
31918,7-3213
31919,4-6908
31920,4-0767
31921,7-1261
31922,3-9873
31923,7-0942
31924,5-9412
31925,5-4908
31926,5-1670
31927,7-3241
31928,5-2086
31929,1-8973
31930,4-9567
31931,1-5045
31932,2-1350
31933,8-3042
31934,4-7120
31935,6-3987
31936,2-9372
31937,6-2209
31938,3-8516
31939,1-6182
31940,6-4679
31941,3-3502
31942,2-8901
31943,4-3617
31944,4-7359
31945,1-3993
31946,5-8549
31947,7-9377
31948,6-5208
31949,3-1934
31950,1-6178
31951,4-6974
31952,5-8068
31953,6-6294
31954,5-6011
31955,6-1091
31956,2-7634
31957,3-5569
31958,8-0591
31959,8-5875
31960,7-4189
31961,3-3355
31962,7-9621
31963,2-4946
31964,1-4387
31965,2-6638
31966,6-9864
31967,3-1453
31968,7-9530
31969,4-4567
31970,4-5183
31971,8-9330
31972,1-0194
31973,8-8715
31974,3-8935
31975,7-3281
31976,4-2735
31977,3-6160
31978,7-7095
31979,3-6985
31980,8-8886
31981,1-0939
31982,7-8964
31983,3-8994
31984,2-1463
31985,8-6664
31986,5-6895
31987,4-5056
31988,2-9375
31989,4-8114
31990,4-7802
31991,3-1813
31992,8-6313
31993,6-9748
31994,5-0737
31995,8-7925
31996,5-0611
31997,5-4613
31998,6-7837
31999,8-9207
32000,6-8520
32001,3-1564
32002,8-5291
32003,6-9269
32004,1-0766
32005,1-0661
32006,2-9247
32007,6-1027
32008,1-5313
32009,3-0317
32010,2-2638
32011,5-7820
32012,7-3298
32013,2-0116
32014,4-5805
32015,2-7950
32016,3-3104
32017,2-7831
32018,1-0632
32019,4-8779
32020,1-7371
32021,4-5735
32022,8-4004
32023,3-5727
32024,7-9516
32025,8-4431
32026,2-9142
32027,6-1966
32028,5-8578
32029,5-1297
32030,2-6283
32031,7-4620
32032,8-4894
32033,4-6996
32034,7-9128
32035,3-0603
32036,6-9644
32037,2-1810
32038,4-7090
32039,5-0566
32040,4-1103
32041,5-5772
32042,2-5834
32043,6-9212
32044,8-9221
32045,2-7935
32046,5-6217
32047,6-2827
32048,4-5080
32049,6-5141
32050,8-1453
32051,3-8723
32052,3-9001
32053,2-4584
32054,8-0023
32055,7-7841
32056,1-6474
32057,6-9881
32058,2-9887
32059,4-6763
32060,4-1832
32061,5-2502
32062,4-1314
32063,2-0624
32064,2-6509
32065,8-1976
32066,6-6886
32067,8-8164
32068,8-0123
32069,7-4843
32070,7-9935
32071,1-5854
32072,5-7725
32073,5-6134
32074,6-0673
32075,7-3446
32076,5-1320
32077,8-8408
32078,2-2029
32079,6-1178
32080,4-3965
32081,1-0736
32082,2-1204
32083,3-0517
32084,6-9945
32085,3-3336
32086,3-5799
32087,8-8043
32088,4-1306
32089,5-7271
32090,2-0924
32091,6-4675
32092,4-7053
32093,8-7319
32094,3-8826
32095,2-4936
32096,1-5513
32097,1-8983
32098,2-4425
32099,3-5550
32100,7-2867
32101,6-8341
32102,2-5175
32103,2-2757
32104,4-0644
32105,4-8353
32106,7-5396
32107,6-9045
32108,8-2929
32109,2-6692
32110,7-4990
32111,7-2189
32112,7-4691
32113,5-4326
32114,1-7919
32115,7-5569
32116,1-8517
32117,2-9348
32118,4-6678
32119,1-2248
32120,7-2520
32121,1-1202
32122,7-0907
32123,4-6145
32124,7-2248
32125,5-2399
32126,6-2963
32127,6-0430
32128,1-2859
32129,2-9549
32130,2-2176
32131,1-3350
32132,7-0502
32133,6-3691
32134,3-9337
32135,2-7306
32136,3-5456
32137,5-1790
32138,7-2521
32139,5-9364
32140,3-4526
32141,2-2617
32142,1-5256
32143,2-6142
32144,2-2239
32145,2-0699
32146,8-8284
32147,3-5746
32148,6-0666
32149,8-0158
32150,4-7979
32151,2-6721
32152,4-2972
32153,7-9472
32154,1-2339
32155,8-8502
32156,5-9395
32157,3-1234
32158,4-5424
32159,3-3805
32160,7-9966
32161,5-1538
32162,3-9753
32163,1-0827
32164,6-1192
32165,8-9539
32166,3-6210
32167,7-1705
32168,1-4448
32169,8-6749
32170,4-4323
32171,1-0704
32172,3-0256
32173,2-0324
32174,4-7126
32175,6-8159
32176,6-7372
32177,1-9831
32178,3-0240
32179,1-9314
32180,6-1825
32181,4-8094
32182,7-8941
32183,8-9861
32184,6-7810
32185,7-5693
32186,2-1033
32187,3-7958
32188,5-2412
32189,6-9501
32190,2-0556
32191,6-0458
32192,2-6455
32193,8-1076
32194,4-1474
32195,1-7643
32196,7-7819
32197,1-3188
32198,2-7868
32199,5-8273
32200,1-6035
32201,2-0420
32202,7-5482
32203,3-8924
32204,6-5063
32205,3-8710
32206,3-1862
32207,3-8337
32208,2-6280
32209,1-6388
32210,8-3434
32211,3-4156
32212,4-2761
32213,4-8611
32214,8-5075
32215,3-6262
32216,1-0026
32217,5-4341
32218,2-1949
32219,6-5544
32220,7-4512
32221,3-0739
32222,5-0880
32223,3-1051
32224,7-5608
32225,4-5767
32226,3-9122
32227,4-5011
32228,5-9749
32229,3-2876
32230,5-2125
32231,8-6194
32232,8-2158
32233,1-2080
32234,1-1701
32235,1-6286
32236,7-6019
32237,6-8699
32238,3-4661
32239,7-9487
32240,8-0561
32241,3-4578
32242,1-0446
32243,6-9656
32244,5-2899
32245,5-5729
32246,5-2980
32247,3-8104
32248,2-9830
32249,5-5549
32250,4-5758
32251,1-9038
32252,8-4114
32253,5-4609
32254,4-6477
32255,4-2692
32256,4-2769
32257,3-5299
32258,6-6119
32259,5-3379
32260,7-2531
32261,2-8916
32262,2-2795
32263,6-0720
32264,5-5563
32265,4-6472
32266,5-8540
32267,1-4823
32268,4-4996
32269,3-0009
32270,7-2203
32271,2-4363
32272,7-1094
32273,3-2156
32274,7-6052
32275,3-4842
32276,5-4311
32277,1-9431
32278,8-0967
32279,8-6607
32280,3-2732
32281,8-0789
32282,8-0106
32283,7-4441
32284,7-5777
32285,1-3748
32286,8-9652
32287,2-4450
32288,2-2084
32289,8-8719
32290,3-9959
32291,1-1899
32292,8-5058
32293,7-3073
32294,1-9247
32295,2-1855
32296,8-3257
32297,7-6801
32298,8-0585
32299,4-7601
32300,5-8185
32301,8-4701
32302,4-7883
32303,7-7669
32304,2-8255
32305,1-8027
32306,6-4588
32307,2-2085
32308,2-0517
32309,3-9160
32310,2-2163
32311,8-7040
32312,7-1519
32313,1-6976
32314,5-5805
32315,4-1244
32316,2-5590
32317,2-4492
32318,7-6337
32319,3-1798
32320,3-1489
32321,3-3050
32322,7-3867
32323,8-4868
32324,2-2426
32325,7-9485
32326,8-7639
32327,6-3645
32328,5-3951
32329,5-7697
32330,6-8006
32331,7-6452
32332,7-4204
32333,8-0503
32334,3-2631
32335,6-2163
32336,2-5050
32337,2-3062
32338,2-1305
32339,5-6497
32340,5-4594
32341,2-5652
32342,7-9871
32343,1-6955
32344,6-8053
32345,8-4208
32346,8-5977
32347,6-9746
32348,8-4207
32349,7-8303
32350,1-3368
32351,5-2692
32352,4-3464
32353,7-6477
32354,1-6207
32355,1-1344
32356,1-0411
32357,2-2607
32358,6-9225
32359,8-7633
32360,5-2554
32361,7-0175
32362,2-6757
32363,3-2728
32364,4-0858
32365,3-7122
32366,6-3544
32367,6-4742
32368,7-5629
32369,1-1776
32370,4-1140
32371,7-0825
32372,5-6735
32373,5-8396
32374,7-6846
32375,4-9336
32376,5-0326
32377,4-1869
32378,3-5518
32379,5-5861
32380,8-4655
32381,2-7211
32382,3-3151
32383,7-9481
32384,8-1061
32385,6-7148
32386,7-9281
32387,5-4886
32388,7-2145
32389,6-1167
32390,8-6317
32391,1-1212
32392,2-3392
32393,4-3597
32394,2-2203
32395,3-6488
32396,3-0109
32397,8-6038
32398,2-7707
32399,1-5069
32400,1-4369
32401,5-0068
32402,7-5435
32403,2-5646
32404,2-3476
32405,1-9759
32406,1-2470
32407,6-9104
32408,5-5221
32409,3-6848
32410,6-2820
32411,4-3114
32412,7-5452
32413,4-8941
32414,8-4116
32415,6-4025
32416,1-7020
32417,6-5996
32418,6-5640
32419,2-6264
32420,8-0896
32421,7-4790
32422,5-8785
32423,4-3966
32424,7-2846
32425,6-9085
32426,2-7889
32427,6-6372
32428,7-2282
32429,6-8348
32430,4-3614
32431,8-9232
32432,6-3611
32433,7-8742
32434,5-5424
32435,3-8213
32436,8-2533
32437,6-7156
32438,4-6260
32439,1-7831
32440,6-5165
32441,7-8259
32442,8-8387
32443,4-0369
32444,6-9760
32445,6-5353
32446,7-7313
32447,2-7009
32448,3-3692
32449,6-1470
32450,8-1175
32451,2-1588
32452,1-5597
32453,2-2490
32454,4-6183
32455,4-4161
32456,1-2879
32457,1-6170
32458,6-7633
32459,1-1488
32460,2-9296
32461,5-3557
32462,6-4110
32463,5-7984
32464,1-5201
32465,1-3805
32466,8-8861
32467,5-4496
32468,3-4150
32469,1-8098
32470,8-4314
32471,6-9009
32472,6-3507
32473,2-4693
32474,3-9489
32475,2-5279
32476,1-4136
32477,8-1617
32478,2-1677
32479,1-4195
32480,5-2865
32481,4-2849
32482,6-0122
32483,5-7072
32484,5-3644
32485,3-2245
32486,5-4762
32487,3-0091
32488,1-2729
32489,6-0460
32490,7-3536
32491,6-2452
32492,1-0546
32493,2-3688
32494,5-6840
32495,1-0813
32496,6-7866
32497,7-0637
32498,2-9994
32499,3-5332
32500,5-3510
32501,5-3364
32502,7-5479
32503,1-4346
32504,7-4565
32505,6-9128
32506,3-7916
32507,5-5474
32508,6-0123
32509,6-4851
32510,4-7478
32511,5-9321
32512,3-3394
32513,6-0586
32514,3-9579
32515,3-8399
32516,5-4207
32517,2-2117
32518,8-2633
32519,4-0787
32520,3-5698
32521,2-7561
32522,8-2760
32523,4-5647
32524,8-1020
32525,6-7325
32526,1-8635
32527,1-7314
32528,4-9869
32529,6-6369
32530,6-6736
32531,5-9087
32532,6-7958
32533,7-0651
32534,6-2607
32535,4-3161
32536,6-0723
32537,8-6023
32538,7-4775
32539,5-0576
32540,5-7471
32541,7-9043
32542,2-3553
32543,1-9987
32544,7-5053
32545,8-3506
32546,5-7838
32547,7-2249
32548,4-5975
32549,6-5334
32550,5-4275
32551,3-7182
32552,7-9473
32553,3-9638
32554,3-1636
32555,8-8315
32556,2-4122
32557,4-2758
32558,3-4464
32559,2-1920
32560,6-3181
32561,4-3274
32562,7-0552
32563,1-1831
32564,6-2224
32565,6-3868
32566,3-1212
32567,3-7387
32568,2-0127
32569,3-6984
32570,3-3750
32571,4-4387
32572,1-7714
32573,1-3644
32574,8-7731
32575,3-0765
32576,2-2199
32577,5-8446
32578,2-7951
32579,1-1399
32580,3-3075
32581,2-5617
32582,6-5791
32583,3-8581
32584,7-3743
32585,1-8958
32586,6-3724
32587,8-4867
32588,7-1409
32589,4-5681
32590,6-3909
32591,1-6514
32592,1-3656
32593,6-2937
32594,4-2368
32595,1-4977
32596,5-3215
32597,6-8033
32598,2-9126
32599,8-6057
32600,8-4625
32601,6-6042
32602,1-7794
32603,8-9787
32604,1-5302
32605,7-2950
32606,8-1089
32607,2-5563
32608,4-0712
32609,8-8884
32610,2-6889
32611,5-1746
32612,8-7818
32613,7-8717
32614,7-2974
32615,8-8247
32616,3-9979
32617,3-9923
32618,3-3763
32619,8-4958
32620,3-0785
32621,6-6763
32622,5-8699
32623,7-9164
32624,5-2128
32625,5-7926
32626,6-0922
32627,1-0853
32628,3-1929
32629,6-1796
32630,3-5612
32631,6-5218
32632,1-6957
32633,8-0119
32634,6-7045
32635,1-6490
32636,6-9433
32637,6-1022
32638,1-9635
32639,8-2441
32640,8-6593
32641,7-1484
32642,4-3676
32643,2-8816
32644,2-0721
32645,4-4099
32646,1-0309
32647,8-6374
32648,1-2630
32649,6-2810
32650,8-4528
32651,4-6367
32652,8-5184
32653,3-7074
32654,6-5518
32655,3-2475
32656,6-4605
32657,1-5108
32658,3-6234
32659,7-9159
32660,3-7596
32661,8-7549
32662,3-5894
32663,5-0747
32664,6-7756
32665,7-6584
32666,7-0430
32667,5-8970
32668,5-5564
32669,4-9586
32670,3-1502
32671,1-9263
32672,5-4372
32673,5-5652
32674,2-1289
32675,1-1421
32676,2-4852
32677,8-7743
32678,7-9691
32679,8-8392
32680,4-8536
32681,1-4353
32682,5-6977
32683,3-2213
32684,4-3537
32685,8-4356
32686,6-6710
32687,7-7045
32688,8-3309
32689,5-9576
32690,7-8655
32691,5-0631
32692,1-5394
32693,1-8203
32694,6-3217
32695,5-6625
32696,8-3469
32697,4-6627
32698,1-3162
32699,8-2114
32700,2-6742
32701,1-5464
32702,7-9670
32703,4-7287
32704,5-8291
32705,6-1483
32706,2-0106
32707,7-7318
32708,5-9562
32709,4-7726
32710,2-6419
32711,7-5052
32712,8-8703
32713,5-4421
32714,4-7717
32715,4-3644
32716,1-4601
32717,1-9741
32718,6-8280
32719,4-6997
32720,7-5876
32721,6-3745
32722,6-6144
32723,3-0567
32724,6-2020
32725,6-8381
32726,1-6624
32727,2-5984
32728,7-3476
32729,4-9935
32730,1-6690
32731,6-7361
32732,6-2308
32733,5-5504
32734,8-6438
32735,4-5817
32736,7-3114
32737,4-9247
32738,7-1408
32739,6-8041
32740,7-5192
32741,2-4199
32742,1-7485
32743,6-5385
32744,1-4848
32745,2-7983
32746,6-6557
32747,1-4749
32748,5-0751
32749,7-9032
32750,7-7999
32751,1-2285
32752,3-3492
32753,4-8129
32754,3-1748
32755,6-0191
32756,2-4124
32757,5-7294
32758,4-3992
32759,1-5576
32760,6-3768
32761,1-4457
32762,5-5254
32763,1-5360
32764,7-9555
32765,3-8058
32766,3-3503
32767,5-1841
32768,1-6530
32769,6-4520
32770,3-7436
32771,2-6585
32772,2-7626
32773,5-1997
32774,7-0346
32775,1-8399
32776,5-9713
32777,8-8496
32778,5-2520
32779,2-5967
32780,8-7258
32781,3-2731
32782,6-6701
32783,1-9657
32784,3-4726
32785,1-7406
32786,3-8892
32787,6-7950
32788,1-1883
32789,6-2472
32790,2-4989
32791,1-0137
32792,1-3339
32793,1-3465
32794,5-6496
32795,6-3660
32796,8-7613
32797,1-7043
32798,1-5728
32799,5-9829
32800,3-4898
32801,6-3712
32802,7-4916
32803,2-6870
32804,4-9102
32805,8-5206
32806,8-6542
32807,6-6731
32808,5-7991
32809,7-2432
32810,5-0085
32811,3-3180
32812,5-2406
32813,6-5168
32814,6-2905
32815,6-9103
32816,5-0998
32817,6-0449
32818,3-6749
32819,3-9229
32820,7-7251
32821,3-7740
32822,3-6737
32823,8-9973
32824,5-7459
32825,4-3323
32826,6-5519
32827,4-0643
32828,8-0735
32829,2-1136
32830,7-6511
32831,1-7698
32832,2-3821
32833,7-5180
32834,7-4145
32835,2-0657
32836,4-0745
32837,2-7657
32838,2-1380
32839,6-4232
32840,4-0025
32841,6-3334
32842,5-6876
32843,1-7015
32844,4-6538
32845,2-5499
32846,7-2712
32847,6-3266
32848,1-9649
32849,6-2512
32850,7-9216
32851,5-5521
32852,7-1324
32853,8-3143
32854,4-9126
32855,3-7840
32856,4-2885
32857,5-6637
32858,8-4021
32859,5-2511
32860,1-5628
32861,6-2880
32862,8-8749
32863,7-2914
32864,7-3844
32865,6-5897
32866,7-8855
32867,8-3810
32868,7-5877
32869,1-1519
32870,7-1157
32871,4-2253
32872,2-0863
32873,5-9452
32874,1-4306
32875,4-9202
32876,6-1434
32877,6-7745
32878,7-6700
32879,8-1041
32880,6-3751
32881,3-8407
32882,6-7412
32883,8-5056
32884,1-0085
32885,7-7531
32886,8-0359
32887,1-7825
32888,4-4870
32889,8-8726
32890,6-5215
32891,4-9843
32892,3-5327
32893,6-4180
32894,8-4500
32895,8-0995
32896,8-6986
32897,1-6142
32898,6-2431
32899,4-2778
32900,7-2869
32901,6-1804
32902,4-7982
32903,7-7130
32904,3-4960
32905,1-6924
32906,4-9657
32907,6-5028
32908,4-8707
32909,5-6869
32910,1-1366
32911,6-9288
32912,3-1969
32913,7-7175
32914,4-7302
32915,4-9256
32916,5-6082
32917,4-2546
32918,1-1507
32919,1-5047
32920,6-3491
32921,4-3724
32922,3-2946
32923,3-1177
32924,8-7020
32925,5-7164
32926,7-1264
32927,6-6705
32928,6-3877
32929,4-4962
32930,4-0569
32931,6-5746
32932,5-7453
32933,8-6328
32934,4-1816
32935,7-0895
32936,5-4487
32937,3-5248
32938,8-4702
32939,7-5507
32940,3-6267
32941,1-7633
32942,4-1392
32943,5-4583
32944,5-5726
32945,1-6475
32946,1-6473
32947,3-6363
32948,1-9494
32949,4-4410
32950,4-6153
32951,6-9886
32952,8-6383
32953,1-0189
32954,3-8209
32955,5-3272
32956,5-2532
32957,7-1375
32958,1-8920
32959,7-4230
32960,8-5796
32961,3-8054
32962,7-1785
32963,8-4463
32964,6-4332
32965,2-5138
32966,4-7741
32967,4-5674
32968,5-6746
32969,4-1766
32970,1-7455
32971,2-4734
32972,6-2376
32973,2-2135
32974,3-9713
32975,4-7272
32976,6-7410
32977,3-8067
32978,4-7721
32979,2-5857
32980,2-8600
32981,6-0058
32982,1-8463
32983,4-2025
32984,5-7318
32985,6-8767
32986,7-5925
32987,8-8836
32988,5-4544
32989,2-7345
32990,2-9617
32991,1-0824
32992,8-3607
32993,3-0338
32994,6-8259
32995,8-4961
32996,1-0885
32997,7-1233
32998,2-8191
32999,3-4225
33000,2-5151
33001,7-6510
33002,8-9746
33003,4-5966
33004,8-1233
33005,8-2417
33006,5-1251
33007,4-0202
33008,5-0059
33009,5-6861
33010,1-2444
33011,4-6252
33012,4-1712
33013,1-9819
33014,3-6977
33015,7-9589
33016,8-0254
33017,2-3734
33018,2-6615
33019,1-2457
33020,1-4562
33021,7-0062
33022,4-6223
33023,3-1541
33024,5-8956
33025,1-9057
33026,4-6606
33027,4-9266
33028,8-6464
33029,6-3023
33030,5-9892
33031,8-5913
33032,4-0142
33033,4-1347
33034,5-8951
33035,5-7060
33036,7-8071
33037,1-1382
33038,1-2007
33039,4-0979
33040,8-3673
33041,6-5693
33042,6-0600
33043,5-8062
33044,7-3653
33045,8-5460
33046,7-2363
33047,4-7173
33048,8-1237
33049,8-8747
33050,4-2611
33051,8-6139
33052,4-2163
33053,7-4632
33054,3-2072
33055,6-1000
33056,7-1957
33057,8-3247
33058,8-9305
33059,6-6909
33060,2-9552
33061,3-5380
33062,4-3868
33063,1-1752
33064,6-9495
33065,3-1677
33066,4-0391
33067,3-8665
33068,5-7252
33069,7-7990
33070,7-1241
33071,5-0328
33072,5-8559
33073,6-6549
33074,5-5334
33075,3-3013
33076,7-1291
33077,1-4339
33078,6-0943
33079,4-9107
33080,3-7626
33081,5-1346
33082,2-4421
33083,8-1069
33084,5-0418
33085,2-5421
33086,8-2445
33087,6-4669
33088,1-1874
33089,2-7613
33090,5-7509
33091,3-0880
33092,5-8327
33093,8-0873
33094,7-0193
33095,8-7762
33096,1-0857
33097,5-9095
33098,4-2218
33099,5-8536
33100,6-9134
33101,1-7816
33102,8-3283
33103,6-2484
33104,1-7800
33105,3-6865
33106,4-9234
33107,2-5377
33108,1-4470
33109,1-4226
33110,6-8151
33111,2-1581
33112,6-2949
33113,6-0294
33114,3-4657
33115,7-7674
33116,5-9622
33117,2-9787
33118,8-6587
33119,8-6046
33120,4-5077
33121,8-7394
33122,1-9035
33123,6-4561
33124,7-2678
33125,7-3236
33126,7-7435
33127,4-8638
33128,2-8902
33129,6-3934
33130,1-5065
33131,6-5604
33132,2-4681
33133,2-6788
33134,1-0181
33135,6-2737
33136,3-2764
33137,8-6870
33138,2-8662
33139,5-8136
33140,6-7220
33141,2-0308
33142,3-2961
33143,7-6227
33144,7-4972
33145,7-5483
33146,6-9287
33147,5-0194
33148,6-8449
33149,6-4405
33150,4-0186
33151,8-5992
33152,8-1669
33153,3-5587
33154,8-5594
33155,1-0144
33156,2-9002
33157,7-9419
33158,1-2662
33159,4-6562
33160,4-4403
33161,3-1217
33162,5-6533
33163,5-9314
33164,4-1022
33165,7-4248
33166,4-2904
33167,5-2585
33168,3-3609
33169,2-9294
33170,6-1821
33171,2-5125
33172,1-7866
33173,6-4475
33174,7-9731
33175,7-0206
33176,6-3194
33177,1-4478
33178,4-5763
33179,4-9131
33180,3-5597
33181,6-1911
33182,3-8418
33183,5-8751
33184,5-2818
33185,4-8509
33186,4-2709
33187,3-3125
33188,4-1404
33189,6-1762
33190,2-3889
33191,6-6486
33192,5-4542
33193,7-7443
33194,4-7183
33195,3-6553
33196,7-4986
33197,6-4338
33198,6-8017
33199,7-1580
33200,5-0717
33201,5-6784
33202,2-4960
33203,1-3555
33204,1-9755
33205,3-4351
33206,1-6607
33207,5-8476
33208,2-5129
33209,6-1868
33210,2-3947
33211,4-7235
33212,6-5538
33213,7-7237
33214,1-2803
33215,2-1315
33216,6-7301
33217,3-6052
33218,2-9575
33219,8-0990
33220,8-9035
33221,4-4829
33222,7-4055
33223,5-4598
33224,7-7510
33225,5-2559
33226,2-6800
33227,1-8063
33228,8-3605
33229,4-7581
33230,6-7883
33231,3-5699
33232,1-5168
33233,5-4405
33234,5-6385
33235,7-9807
33236,7-0349
33237,6-3378
33238,8-2036
33239,7-9756
33240,7-2306
33241,4-9673
33242,3-6527
33243,6-0561
33244,2-8717
33245,7-1453
33246,3-8919
33247,2-5686
33248,6-4497
33249,6-6727
33250,8-9362
33251,3-9994
33252,1-9502
33253,3-8898
33254,6-7310
33255,6-2564
33256,3-3801
33257,2-5369
33258,3-2773
33259,2-1246
33260,1-7853
33261,5-1029
33262,2-1440
33263,8-6257
33264,2-7255
33265,2-3990
33266,8-1423
33267,4-9778
33268,2-3554
33269,6-9564
33270,7-2604
33271,5-2834
33272,5-5388
33273,6-9442
33274,5-8735
33275,8-7299
33276,5-6132
33277,3-3037
33278,2-1689
33279,4-4541
33280,2-0987
33281,5-7234
33282,4-0424
33283,7-5754
33284,2-7122
33285,1-3673
33286,4-9770
33287,8-0290
33288,7-9662
33289,5-7689
33290,2-5669
33291,1-2250
33292,1-4374
33293,2-6433
33294,1-8623
33295,2-3266
33296,6-0980
33297,6-7826
33298,8-3217
33299,6-7139
33300,4-2094
33301,5-0572
33302,7-1470
33303,1-7408
33304,5-6505
33305,2-0243
33306,1-9568
33307,6-4714
33308,6-6229
33309,2-1650
33310,4-8178
33311,4-9794
33312,1-3895
33313,6-1086
33314,6-4819
33315,4-8169
33316,7-7727
33317,3-2111
33318,5-8239
33319,2-6320
33320,4-6587
33321,6-4701
33322,1-3982
33323,1-6860
33324,1-6231
33325,2-9474
33326,4-4768
33327,7-7734
33328,4-2521
33329,4-2929
33330,3-6839
33331,3-3652
33332,4-8207
33333,7-2824
33334,4-4485
33335,3-3177
33336,7-8225
33337,8-0358
33338,4-6138
33339,7-9420
33340,7-5824
33341,5-2314
33342,2-3341
33343,3-8084
33344,1-1081
33345,7-9305
33346,3-5065
33347,8-8267
33348,8-6634
33349,7-9559
33350,4-3428
33351,1-9809
33352,8-7066
33353,7-2354
33354,5-0449
33355,3-0861
33356,1-7198
33357,1-4986
33358,3-5161
33359,7-0244
33360,2-3347
33361,8-8492
33362,5-8078
33363,7-8714
33364,3-8480
33365,1-4006
33366,3-2857
33367,2-8788
33368,7-0509
33369,1-0161
33370,5-4076
33371,5-8335
33372,4-1943
33373,2-7936
33374,3-9977
33375,2-0032
33376,5-3978
33377,5-5010
33378,5-3796
33379,4-7379
33380,3-9085
33381,4-0224
33382,4-1795
33383,6-0741
33384,7-9160
33385,3-0463
33386,2-3788
33387,7-8739
33388,2-5361
33389,6-5315
33390,5-6012
33391,1-8594
33392,6-2019
33393,6-1919
33394,2-5078
33395,5-8360
33396,4-8293
33397,1-5716
33398,7-6216
33399,3-3565
33400,2-2219
33401,5-7727
33402,6-1433
33403,5-4339
33404,8-0438
33405,4-5673
33406,4-6868
33407,1-1412
33408,3-1469
33409,8-3060
33410,8-3665
33411,2-0998
33412,1-3893
33413,3-6944
33414,4-6671
33415,3-1308
33416,2-2817
33417,1-4761
33418,3-7254
33419,1-2964
33420,4-2409
33421,4-9791
33422,7-4202
33423,1-1314
33424,3-6957
33425,4-5028
33426,8-8889
33427,7-6455
33428,4-0560
33429,5-5841
33430,1-9659
33431,4-4263
33432,2-4514
33433,8-5017
33434,6-1773
33435,1-9133
33436,6-4415
33437,1-7758
33438,7-4903
33439,2-9650
33440,1-7925
33441,2-5020
33442,1-8895
33443,8-1661
33444,3-0299
33445,8-2132
33446,2-4944
33447,7-8587
33448,4-1157
33449,7-2570
33450,4-2732
33451,1-4125
33452,3-6306
33453,8-7890
33454,6-1329
33455,3-7405
33456,5-8618
33457,5-4397
33458,6-3825
33459,8-0211
33460,3-6550
33461,1-5654
33462,4-8115
33463,2-7472
33464,3-8783
33465,3-1687
33466,4-4965
33467,5-5869
33468,6-9714
33469,3-4787
33470,6-6870
33471,2-0076
33472,3-6480
33473,1-1975
33474,3-1427
33475,3-4740
33476,8-7162
33477,3-9685
33478,2-1008
33479,8-6270
33480,5-3240
33481,6-7053
33482,3-7657
33483,8-5927
33484,6-3294
33485,8-4709
33486,1-2315
33487,7-8688
33488,3-0269
33489,2-1649
33490,6-5691
33491,6-2838
33492,2-7757
33493,3-3307
33494,4-7812
33495,8-1950
33496,7-6235
33497,8-1916
33498,5-4688
33499,7-1724
33500,2-1294
33501,1-3607
33502,3-0955
33503,8-9061
33504,2-7477
33505,6-8645
33506,4-1463
33507,7-6622
33508,5-5593
33509,5-0785
33510,8-7397
33511,5-6335
33512,6-2975
33513,4-3156
33514,5-8322
33515,8-7289
33516,3-1849
33517,8-2369
33518,1-2552
33519,2-9931
33520,1-3075
33521,2-5042
33522,7-2701
33523,6-7078
33524,2-8634
33525,4-4416
33526,8-6878
33527,8-4050
33528,5-3352
33529,2-3939
33530,6-7885
33531,5-5745
33532,3-5091
33533,7-9167
33534,5-5486
33535,3-2578
33536,5-8579
33537,5-2256
33538,4-4758
33539,4-8616
33540,1-0678
33541,3-0425
33542,4-4055
33543,3-8635
33544,8-1185
33545,1-1716
33546,6-7999
33547,1-4786
33548,7-4836
33549,8-3477
33550,8-8897
33551,1-9678
33552,1-3823
33553,3-7983
33554,6-1891
33555,7-4541
33556,5-5378
33557,5-6259
33558,6-5374
33559,2-7649
33560,7-2990
33561,8-8491
33562,8-3532
33563,6-0770
33564,4-0063
33565,8-7603
33566,7-0449
33567,8-4495
33568,5-8212
33569,2-2256
33570,7-5678
33571,8-3991
33572,6-1247
33573,4-6098
33574,5-1856
33575,3-4035
33576,3-5846
33577,2-1555
33578,2-4556
33579,4-3623
33580,1-9145
33581,4-3660
33582,3-7189
33583,8-4449
33584,5-4376
33585,2-0743
33586,6-1601
33587,7-1376
33588,1-0543
33589,8-8553
33590,8-8204
33591,8-1352
33592,8-4885
33593,3-1607
33594,1-3331
33595,5-2892
33596,2-1390
33597,7-9802
33598,7-3483
33599,8-1477
33600,1-9999
33601,2-7039
33602,1-5827
33603,4-3952
33604,5-0729
33605,4-6011
33606,6-8010
33607,1-4796
33608,3-7604
33609,8-9250
33610,6-5026
33611,8-0787
33612,8-2251
33613,4-6408
33614,5-8438
33615,6-0249
33616,7-8401
33617,4-8869
33618,1-2836
33619,7-0799
33620,8-3947
33621,7-8597
33622,3-9652
33623,6-6016
33624,8-5156
33625,2-5969
33626,4-5487
33627,4-1758
33628,7-5461
33629,5-5071
33630,4-2682
33631,5-4064
33632,3-1148
33633,3-4822
33634,4-0187
33635,3-7210
33636,8-4993
33637,6-0709
33638,2-1785
33639,5-1160
33640,2-2770
33641,1-3777
33642,6-1401
33643,8-8794
33644,7-4660
33645,5-7040
33646,5-7347
33647,3-4903
33648,3-1842
33649,3-2341
33650,3-8073
33651,2-5197
33652,5-5284
33653,3-3161
33654,7-1030
33655,6-4206
33656,3-2088
33657,8-7249
33658,3-9881
33659,6-1054
33660,7-0219
33661,8-2050
